step,"[0,0,0]","[0,1,0]","[1,0,0]","[1,1,0]","[1,1,1]",proliferation_rate,death_rate,mutation_rate,fitness,scenario,treatment,seed
391,276,30,40,0,5,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
392,286,31,43,0,5,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
393,288,31,46,0,5,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
394,290,32,43,0,5,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
395,288,37,46,0,5,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
396,291,36,48,0,5,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
397,298,38,48,0,5,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
398,307,39,50,0,5,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
399,309,38,56,0,6,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
400,312,37,56,0,5,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
401,313,38,58,0,5,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
402,312,41,59,0,5,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
403,317,42,59,0,4,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
404,325,42,62,0,4,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
405,326,45,63,0,4,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
406,330,43,65,0,4,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
407,332,44,69,0,3,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
408,333,48,73,0,3,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
409,338,46,71,1,3,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
410,338,44,72,1,3,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
411,345,46,73,1,3,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
412,347,49,74,2,2,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
413,353,48,76,2,2,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
414,358,51,78,2,2,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
415,366,51,82,2,2,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
416,373,51,83,2,2,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
417,383,51,85,2,2,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
418,387,51,83,4,2,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
419,392,50,82,5,2,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
420,396,51,84,5,2,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
421,391,51,89,5,2,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
422,398,51,92,5,3,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
423,404,50,97,7,3,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
424,409,50,98,8,3,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
425,415,52,105,8,2,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
426,424,53,108,8,2,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
427,422,52,110,9,2,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
428,426,53,108,9,2,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
429,434,55,109,9,2,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
430,444,61,114,10,3,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
431,446,62,114,10,3,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
432,453,64,114,11,3,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
433,456,64,113,11,3,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
434,464,65,117,13,3,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
435,472,67,120,14,3,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
436,479,70,121,15,3,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
437,480,73,125,17,3,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
438,488,77,130,16,3,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
439,496,78,134,15,3,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
440,497,77,140,15,3,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
441,503,80,140,15,3,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
442,513,83,146,14,3,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 0, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
