step,current_size,treatment,scenario
562,2794,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
563,2720,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
564,2642,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
565,2551,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
566,2477,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
567,2412,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
568,2347,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
569,2284,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
570,2201,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
571,2126,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
572,2058,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
573,2009,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
574,1941,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
575,1874,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
576,1824,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
577,1748,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
578,1703,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
579,1633,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
580,1579,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
581,1523,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
582,1485,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
583,1440,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
584,1402,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
585,1368,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
586,1333,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
587,1309,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
588,1275,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
589,1229,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
590,1211,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
591,1162,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
592,1132,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
593,1109,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
594,1069,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
595,1037,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
596,1024,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
597,997,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
598,1015,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
599,1025,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
600,1044,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
601,1058,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
602,1071,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
603,1081,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
604,1096,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
605,1106,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
606,1120,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
607,1131,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
608,1148,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
609,1169,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
610,1192,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
611,1217,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
612,1232,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
613,1249,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
614,1259,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
615,1264,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
616,1285,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
617,1306,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
618,1330,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
619,1361,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
620,1371,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
621,1383,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
622,1407,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
623,1437,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
624,1450,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
625,1476,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
626,1494,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
627,1514,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
628,1535,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
629,1560,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
630,1591,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
631,1608,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
632,1642,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
633,1669,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
634,1686,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
635,1702,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
636,1728,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
637,1766,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
638,1781,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
639,1798,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
640,1839,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
641,1851,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
642,1881,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
643,1894,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
644,1926,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
645,1961,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
646,1995,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
647,2025,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
648,1969,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
649,1903,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
650,1851,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
651,1799,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
652,1741,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
653,1696,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
654,1649,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
